0;0;0;0;land;false;unknown;0
1;224;225;134;land;false;plains;1
2;229;161;197;land;false;plains;1
3;194;210;176;land;false;plains;1
4;198;250;204;land;false;hills;1
5;108;245;190;land;false;hills;1
6;156;142;203;land;false;hills;1
7;152;157;204;land;false;forest;1
8;240;250;56;land;false;plains;1
9;168;157;211;land;false;hills;1
10;115;233;219;land;false;plains;1
11;223;206;138;land;false;hills;1
12;235;64;222;land;false;mountain;1
13;124;204;195;land;false;plains;1
14;124;210;192;land;false;plains;1
15;217;194;205;land;false;plains;1
16;247;154;235;land;false;plains;1
17;227;185;222;land;true;plains;1
18;163;160;252;land;false;hills;1
19;200;136;176;land;false;plains;1
20;233;80;220;land;false;plains;1
21;170;121;219;land;false;hills;1
22;98;169;236;land;false;plains;1
23;201;183;210;land;false;hills;1
24;254;56;221;land;false;plains;1
25;215;65;231;land;false;hills;1
26;137;237;197;land;false;plains;1
27;124;249;191;land;false;plains;1
28;205;100;218;land;false;hills;1
29;240;185;244;land;false;plains;1
30;238;221;229;land;false;plains;1
31;217;204;119;land;false;plains;1
32;224;177;156;land;false;hills;1
33;70;247;207;land;false;plains;1
34;241;247;90;land;false;plains;1
35;229;50;249;land;true;forest;1
36;252;49;207;land;false;plains;1
37;220;143;169;land;false;plains;1
38;142;214;243;land;false;forest;1
39;215;199;201;land;false;marsh;1
40;196;189;229;land;false;mountain;1
41;168;196;172;land;false;plains;1
42;206;189;133;land;false;mountain;1
43;221;103;194;land;false;plains;1
44;226;120;172;land;false;hills;1
45;202;247;139;land;false;hills;1
46;215;225;246;land;false;plains;1
47;212;129;224;land;true;plains;1
48;108;239;188;land;true;plains;1
49;252;79;231;land;false;plains;1
50;103;231;242;land;false;marsh;1
51;174;104;254;land;true;hills;1
52;141;179;232;land;false;plains;1
53;190;185;239;land;true;plains;1
54;154;119;229;land;false;plains;1
55;217;253;45;land;true;plains;1
56;241;195;168;land;false;mountain;1
57;237;71;223;land;false;plains;1
58;159;162;243;land;false;plains;1
59;253;219;135;land;false;plains;1
60;220;192;100;land;false;plains;1
61;248;154;192;land;true;hills;1
62;254;241;28;land;false;mountain;1
63;134;211;210;land;false;hills;1
64;208;251;68;land;true;forest;1
65;249;114;192;land;false;mountain;1
66;254;151;159;land;false;plains;1
67;135;235;210;land;false;plains;1
68;240;135;151;land;false;plains;1
69;163;165;250;land;false;hills;1
70;231;26;251;land;false;mountain;1
71;199;236;131;land;false;forest;1
72;198;171;197;land;false;plains;1
73;214;171;124;land;false;mountain;1
74;195;171;226;land;false;plains;1
75;184;238;144;land;false;hills;1
76;138;203;198;land;false;plains;1
77;212;203;210;land;false;plains;1
78;206;109;218;land;false;forest;1
79;197;143;191;land;false;plains;1
80;242;167;240;land;false;plains;1
81;167;241;95;land;true;hills;1
82;200;210;154;land;false;forest;1
83;245;59;214;land;false;plains;1
84;61;251;252;land;false;mountain;1
85;124;135;254;land;false;mountain;1
86;206;245;55;land;false;hills;1
87;108;181;221;land;false;mountain;1
88;221;95;239;land;false;urban;1
89;196;179;166;land;true;plains;1
90;252;179;127;land;true;plains;1
91;250;45;228;land;false;plains;1
92;134;219;161;land;false;plains;1
93;144;229;223;land;false;hills;1
94;194;176;241;land;false;plains;1
95;221;130;190;land;true;plains;1
96;223;241;87;land;false;plains;1
97;228;126;212;land;false;hills;1
98;157;173;191;land;false;hills;1
99;247;225;55;land;false;plains;1
100;146;209;243;land;false;mountain;1
101;84;246;243;land;true;plains;1
102;243;49;251;land;false;plains;1
103;250;175;171;land;false;plains;1
104;106;228;232;land;false;plains;1
105;195;97;217;land;false;mountain;1
106;192;82;228;land;false;hills;1
107;196;181;217;land;false;forest;1
108;239;254;167;land;false;forest;1
109;219;233;190;land;true;plains;1
110;202;173;223;land;false;plains;1
111;121;190;233;land;false;mountain;1
112;220;148;187;land;true;plains;1
113;60;237;238;land;false;urban;1
114;219;209;218;land;false;plains;1
115;81;240;235;land;false;hills;1
116;165;254;94;land;false;hills;1
117;214;152;242;land;false;marsh;1
118;248;252;175;land;false;forest;1
119;158;202;171;land;false;hills;1
120;150;187;193;land;false;hills;1
121;236;186;241;land;false;mountain;1
122;221;238;158;land;false;plains;1
123;108;201;241;land;false;hills;1
124;195;59;249;land;false;urban;1
125;200;227;200;land;false;hills;1
126;209;116;247;land;false;plains;1
127;172;143;197;land;false;plains;1
128;187;105;250;land;false;forest;1
129;144;225;181;land;false;hills;1
130;203;230;175;land;false;plains;1
131;193;92;239;land;false;forest;1
132;204;149;242;land;false;plains;1
133;202;148;224;land;true;plains;1
134;229;184;221;land;false;mountain;1
135;185;242;161;land;false;hills;1
136;190;143;183;land;false;plains;1
137;222;226;93;land;false;mountain;1
138;132;152;233;land;false;plains;1
139;219;148;176;land;false;urban;1
140;4;252;252;land;true;plains;1
141;235;205;226;land;false;plains;1
142;53;220;246;land;false;hills;1
143;253;44;244;land;false;plains;1
144;192;212;137;land;false;plains;1
145;177;223;178;land;false;hills;1
146;215;153;197;land;false;hills;1
147;186;224;216;land;true;plains;1
148;115;199;196;land;false;urban;1
149;123;183;224;land;false;plains;1
150;249;169;90;land;false;hills;1
151;249;236;226;land;true;plains;1
152;242;184;236;land;false;forest;1
153;93;226;228;land;false;plains;1
154;221;242;185;land;false;plains;1
155;161;161;212;land;false;plains;1
156;245;209;166;land;false;plains;1
157;137;224;229;land;false;mountain;1
158;183;238;135;land;false;plains;1
159;182;212;137;land;false;plains;1
160;250;235;78;land;false;hills;1
161;233;216;86;land;false;forest;1
162;137;149;248;land;false;plains;1
163;194;252;123;land;true;plains;1
164;175;181;170;land;true;plains;1
165;186;207;224;land;false;forest;1
166;136;179;240;land;false;plains;1
167;247;201;57;land;true;plains;1
168;145;107;252;land;false;plains;1
169;245;167;103;land;true;hills;1
170;185;147;236;land;false;urban;1
171;159;126;222;land;true;plains;1
172;159;248;243;land;false;mountain;1
173;246;52;239;land;false;plains;1
174;189;241;85;land;false;plains;1
175;249;216;48;land;false;forest;1
176;185;207;218;land;true;plains;1
177;210;203;172;land;false;plains;1
178;190;69;250;land;false;plains;1
179;225;150;201;land;false;plains;1
180;209;230;105;land;false;mountain;1
181;42;241;232;land;false;hills;1
182;245;187;175;land;false;plains;1
183;202;240;92;land;false;plains;1
184;190;181;222;land;false;plains;1
185;207;167;203;land;false;mountain;1
186;214;159;173;land;false;plains;1
187;209;139;224;land;false;plains;1
188;75;215;238;land;true;plains;1
189;227;191;94;land;false;forest;1
190;230;164;121;land;false;urban;1
191;212;181;173;land;false;plains;1
192;100;203;225;land;true;plains;1
193;162;230;173;land;false;plains;1
194;106;220;212;land;false;plains;1
195;207;174;247;land;false;plains;1
196;168;245;206;land;false;plains;1
197;71;212;228;land;false;plains;1
198;197;198;226;land;false;plains;1
199;249;119;155;land;true;plains;1
200;233;189;161;land;false;plains;1
201;32;222;249;land;false;urban;1
202;125;194;229;land;false;plains;1
203;198;199;225;land;false;hills;1
204;247;126;177;land;false;mountain;1
205;199;227;129;land;true;plains;1
206;105;232;241;land;false;hills;1
207;182;155;193;land;false;plains;1
208;217;198;149;land;false;plains;1
209;252;205;235;land;false;mountain;1
210;187;243;233;land;false;forest;1
211;222;198;171;land;false;plains;1
212;117;197;232;land;false;mountain;1
213;205;212;231;land;false;marsh;1
214;129;200;234;land;true;plains;1
215;165;196;250;land;false;plains;1
216;254;248;22;land;false;plains;1
217;146;218;155;land;false;plains;1
218;233;215;64;land;false;plains;1
219;234;213;210;land;true;plains;1
220;123;172;254;land;false;hills;1
221;175;198;189;land;false;hills;1
222;202;212;196;land;false;mountain;1
223;176;170;208;land;false;plains;1
224;215;144;187;land;false;hills;1
225;178;192;240;land;false;mountain;1
226;183;242;217;land;true;plains;1
227;248;170;244;land;true;plains;1
228;224;89;212;land;false;plains;1
229;130;217;174;land;false;plains;1
230;214;148;168;land;false;plains;1
231;248;226;252;land;false;hills;1
232;192;121;208;land;true;plains;1
233;232;172;247;land;false;plains;1
234;208;117;243;land;true;plains;1
235;158;214;156;land;false;plains;1
236;142;247;116;land;false;plains;1
237;73;230;251;land;false;hills;1
238;93;246;228;land;true;plains;1
239;209;190;191;land;false;urban;1
240;156;216;212;land;true;plains;1
241;161;96;245;land;false;urban;1
242;147;240;126;land;false;forest;1
243;60;220;231;land;false;plains;1
244;155;244;239;land;false;hills;1
245;213;59;230;land;true;plains;1
246;111;241;179;land;true;plains;1
247;215;234;190;land;false;hills;1
248;82;228;242;land;false;hills;1
249;194;169;140;land;false;plains;1
250;206;137;229;land;false;plains;1
251;184;228;188;land;false;plains;1
252;170;231;239;land;false;hills;1
253;144;244;167;land;false;plains;1
254;216;148;249;land;false;plains;1
255;242;80;209;land;false;plains;1
256;247;231;59;land;true;plains;1
257;83;222;217;land;true;plains;1
258;234;42;225;land;false;plains;1
259;66;197;242;land;true;plains;1
260;239;110;241;land;false;plains;1
261;140;148;230;land;false;plains;1
262;92;219;209;land;false;hills;1
263;215;190;114;land;false;plains;1
264;252;206;201;land;false;hills;1
265;250;126;135;land;false;plains;1
266;214;218;176;land;false;urban;1
267;203;182;194;land;true;plains;1
268;133;116;254;land;true;plains;1
269;203;101;204;land;false;urban;1
270;187;211;207;land;true;plains;1
271;187;94;252;land;false;plains;1
272;174;198;174;land;false;plains;1
273;98;172;252;land;true;plains;1
274;85;248;242;land;false;plains;1
275;224;181;106;land;false;hills;1
276;11;241;254;land;true;plains;1
277;241;246;207;land;false;plains;1
278;191;114;200;land;false;plains;1
279;170;203;139;land;false;plains;1
280;237;238;159;land;false;forest;1
281;220;253;94;land;false;mountain;1
282;244;174;236;land;false;plains;1
283;235;178;213;land;false;plains;1
284;243;142;250;land;false;hills;1
285;198;198;126;land;false;hills;1
286;139;248;232;land;false;plains;1
287;90;191;232;land;false;urban;1
288;216;227;148;land;true;plains;1
289;97;195;245;land;false;hills;1
290;245;41;231;land;false;plains;1
291;96;211;226;land;false;hills;1
292;217;235;218;land;false;marsh;1
293;96;184;232;land;false;plains;1
294;74;221;235;land;false;plains;1
295;206;149;241;land;false;urban;1
296;184;225;174;land;false;plains;1
297;137;231;141;land;false;mountain;1
298;193;232;249;land;false;plains;1
299;200;198;189;land;false;plains;1
300;167;127;225;land;false;forest;1
301;242;245;145;land;false;hills;1
302;246;250;206;land;false;forest;1
303;218;251;70;land;false;plains;1
304;238;156;121;land;false;mountain;1
305;237;157;138;land;false;hills;1
306;174;241;112;land;false;plains;1
307;168;85;248;land;false;hills;1
308;179;147;216;land;false;hills;1
309;127;197;224;land;false;urban;1
310;187;250;109;land;true;plains;1
311;77;247;223;land;false;plains;1
312;179;252;171;land;false;plains;1
313;126;166;242;land;false;hills;1
314;169;204;154;land;false;hills;1
315;236;243;207;land;false;mountain;1
316;159;249;249;land;false;plains;1
317;145;228;208;land;false;plains;1
318;100;254;193;land;false;plains;1
319;101;248;249;land;false;plains;1
320;213;131;166;land;false;plains;1
321;127;156;229;land;false;hills;1
322;166;227;166;land;false;plains;1
323;200;186;204;land;true;plains;1
324;241;88;198;land;true;plains;1
325;232;183;111;land;true;plains;1
326;229;238;89;land;false;marsh;1
327;245;193;178;land;false;plains;1
328;227;254;247;land;true;plains;1
329;120;207;190;land;true;urban;1
330;201;233;136;land;false;plains;1
331;190;211;138;land;false;urban;1
332;173;123;210;land;false;forest;1
333;210;170;239;land;false;mountain;1
334;222;106;192;land;false;plains;1
335;240;159;138;land;false;hills;1
336;181;139;239;land;false;plains;1
337;205;95;207;land;false;plains;1
338;213;238;195;land;false;plains;1
339;240;238;153;land;false;marsh;1
340;179;205;192;land;false;plains;1
341;130;222;247;land;false;plains;1
342;221;192;151;land;false;urban;1
343;225;227;97;land;false;plains;1
344;214;147;196;land;false;plains;1
345;92;246;169;land;true;plains;1
346;229;251;66;land;false;hills;1
347;63;225;231;land;false;forest;1
348;228;199;136;land;false;marsh;1
349;102;219;216;land;true;plains;1
350;214;187;214;land;false;hills;1
351;208;239;169;land;false;hills;1
352;113;250;184;land;false;marsh;1
353;247;231;112;land;false;plains;1
354;93;191;251;land;false;plains;1
355;248;252;176;land;false;mountain;1
356;112;190;219;land;false;forest;1
357;93;175;250;land;false;plains;1
358;125;230;183;land;true;forest;1
359;233;220;77;land;false;urban;1
360;217;210;228;land;true;plains;1
361;254;209;76;land;false;hills;1
362;226;183;146;land;false;mountain;1
363;242;221;72;land;false;hills;1
364;213;232;68;land;false;plains;1
365;246;166;175;land;false;urban;1
366;234;178;112;land;false;hills;1
367;203;209;128;land;false;plains;1
368;162;195;227;land;true;plains;1
369;229;194;219;land;false;hills;1
370;173;89;239;land;false;plains;1
371;232;145;207;land;true;urban;1
372;214;193;96;land;false;plains;1
373;164;248;130;land;false;plains;1
374;233;34;238;land;false;hills;1
375;180;205;230;land;true;plains;1
376;40;235;237;land;false;hills;1
377;211;223;148;land;false;hills;1
378;129;172;200;land;false;plains;1
379;71;226;231;land;true;plains;1
380;189;247;139;land;false;plains;1
381;226;149;181;land;false;plains;1
382;100;171;234;land;false;forest;1
383;235;182;202;land;false;hills;1
384;115;182;238;land;false;plains;1
385;158;252;160;land;false;plains;1
386;213;241;83;land;false;hills;1
387;74;254;213;land;true;plains;1
388;171;253;165;land;false;hills;1
389;199;164;253;land;false;hills;1
390;144;180;239;land;true;plains;1
391;244;254;85;land;false;plains;1
392;172;188;204;land;false;plains;1
393;214;140;239;land;false;forest;1
394;206;169;195;land;false;plains;1
395;89;226;221;land;false;plains;1
396;92;229;217;land;false;plains;1
397;52;243;253;land;false;plains;1
398;179;248;163;land;true;plains;1
399;239;165;200;land;false;hills;1
400;229;158;161;land;false;hills;1
401;99;213;228;land;true;plains;1
402;164;195;234;land;false;plains;1
403;229;92;208;land;false;plains;1
404;183;118;244;land;false;marsh;1
405;171;242;219;land;false;plains;1
406;251;121;175;land;false;plains;1
407;146;247;133;land;false;forest;1
408;170;250;244;land;false;plains;1
409;237;135;149;land;false;plains;1
410;184;193;167;land;false;hills;1
411;246;129;244;land;false;forest;1
412;154;155;242;land;false;forest;1
413;93;200;208;land;false;marsh;1
414;190;145;236;land;false;mountain;1
415;157;238;183;land;false;forest;1
416;153;165;237;land;false;forest;1
417;243;87;237;land;false;hills;1
418;183;167;240;land;false;plains;1
419;236;73;237;land;true;forest;1
420;155;96;251;land;false;plains;1
421;217;213;143;land;false;hills;1
422;191;246;170;land;false;plains;1
423;139;228;232;land;true;plains;1
424;148;104;252;land;false;plains;1
425;227;116;235;land;false;mountain;1
426;107;170;241;land;false;plains;1
427;243;246;42;land;false;plains;1
428;156;247;113;land;true;forest;1
429;109;174;243;land;false;hills;1
430;142;252;210;land;false;hills;1
431;246;217;198;land;true;mountain;1
432;99;179;246;land;false;forest;1
433;252;108;163;land;false;plains;1
434;239;244;31;land;false;forest;1
435;245;59;232;land;true;plains;1
436;251;212;191;land;false;plains;1
437;167;219;237;land;true;plains;1
438;221;96;186;land;false;plains;1
439;121;215;174;land;false;urban;1
440;222;243;51;land;false;plains;1
441;34;223;250;land;false;plains;1
442;97;172;248;land;true;plains;1
443;231;145;221;land;false;plains;1
444;191;142;184;land;false;hills;1
445;120;187;214;land;false;plains;1
446;90;198;253;land;false;hills;1
447;197;208;133;land;false;plains;1
448;212;236;253;land;false;mountain;1
449;218;114;246;land;false;mountain;1
450;132;177;254;land;false;plains;1
451;164;232;217;land;false;hills;1
452;129;187;220;land;true;plains;1
453;83;204;234;land;true;urban;1
454;153;254;195;land;false;hills;1
455;223;228;165;land;true;forest;1
456;237;80;245;land;false;hills;1
457;139;251;201;land;false;plains;1
458;209;209;167;land;false;plains;1
459;90;247;219;land;false;forest;1
460;214;233;104;land;false;plains;1
461;237;110;176;land;false;hills;1
462;137;249;184;land;true;plains;1
463;233;90;244;land;false;urban;1
464;218;185;101;land;false;forest;1
465;180;202;145;land;false;plains;1
466;241;123;254;land;false;urban;1
467;86;207;219;land;false;mountain;1
468;104;239;170;land;false;hills;1
469;136;248;227;land;false;plains;1
470;232;153;207;land;false;hills;1
471;179;226;229;land;false;marsh;1
472;158;236;217;land;false;plains;1
473;136;212;209;land;false;plains;1
474;250;116;224;land;false;mountain;1
475;181;76;245;land;false;plains;1
476;134;187;184;land;false;forest;1
477;125;166;211;land;false;forest;1
478;223;197;203;land;false;hills;1
479;191;123;223;land;false;plains;1
480;246;226;50;land;false;plains;1
481;251;155;145;land;false;plains;1
482;225;178;202;land;false;plains;1
483;182;145;176;land;false;hills;1
484;234;183;165;land;false;forest;1
485;249;126;190;land;true;forest;1
486;247;194;242;land;false;hills;1
487;252;243;138;land;false;plains;1
488;140;184;218;land;false;plains;1
489;154;213;195;land;false;plains;1
490;171;254;126;land;false;plains;1
491;206;228;181;land;false;hills;1
492;88;229;200;land;false;mountain;1
493;231;93;236;land;false;mountain;1
494;149;135;243;land;true;plains;1
495;101;236;171;land;false;plains;1
496;144;211;232;land;false;forest;1
497;248;224;70;land;false;urban;1
498;220;156;132;land;false;mountain;1
499;126;224;246;land;false;hills;1
500;241;111;181;land;false;forest;1
501;203;241;196;land;false;plains;1
502;235;169;102;land;false;hills;1
503;169;253;203;land;false;plains;1
504;227;91;183;land;false;urban;1
505;106;169;244;land;true;plains;1
506;157;121;244;land;false;plains;1
507;223;212;232;land;false;plains;1
508;226;77;211;land;false;forest;1
509;158;199;149;land;false;hills;1
510;119;228;206;land;false;mountain;1
511;177;168;171;land;true;plains;1
512;223;170;143;land;false;forest;1
513;251;221;205;land;false;plains;1
514;229;238;66;land;false;plains;1
515;220;51;253;land;false;mountain;1
516;86;235;215;land;false;forest;1
517;183;178;148;land;true;plains;1
518;236;55;248;land;false;plains;1
519;250;173;128;land;true;plains;1
520;251;125;235;land;false;plains;1
521;193;164;229;land;false;plains;1
522;229;113;172;land;false;plains;1
523;179;217;212;land;true;plains;1
524;199;70;237;land;false;forest;1
525;198;163;202;land;true;plains;1
526;247;197;69;land;false;marsh;1
527;194;169;242;land;false;plains;1
528;214;225;187;land;false;plains;1
529;217;119;180;land;false;plains;1
530;149;231;141;land;false;forest;1
531;145;198;184;land;false;plains;1
532;148;207;229;land;false;plains;1
533;197;185;184;land;false;forest;1
534;180;109;214;land;false;hills;1
535;137;197;249;land;false;hills;1
536;250;126;125;land;false;plains;1
537;182;172;204;land;false;plains;1
538;173;241;201;land;true;plains;1
539;63;196;242;land;true;plains;1
540;154;223;253;land;false;hills;1
541;141;212;229;land;true;plains;1
542;206;207;206;land;false;plains;1
543;180;244;174;land;true;plains;1
544;147;254;156;land;false;urban;1
545;154;220;244;land;false;plains;1
546;199;243;206;land;false;plains;1
547;113;250;239;land;true;plains;1
548;171;185;198;land;false;marsh;1
549;232;131;213;land;false;plains;1
550;120;239;148;land;false;plains;1
551;215;142;158;land;false;hills;1
552;110;187;239;land;false;urban;1
553;172;251;233;land;false;plains;1
554;225;224;92;land;false;hills;1
555;36;232;250;land;false;hills;1
556;128;245;213;land;false;hills;1
557;244;157;119;land;false;forest;1
558;210;160;172;land;false;hills;1
559;191;128;242;land;false;plains;1
560;247;129;131;land;false;plains;1
561;242;148;119;land;false;plains;1
562;87;234;201;land;true;plains;1
563;253;166;147;land;false;urban;1
564;169;208;186;land;false;marsh;1
565;177;185;252;land;true;plains;1
566;224;83;215;land;false;plains;1
567;221;204;131;land;true;urban;1
568;217;47;239;land;false;forest;1
569;226;242;116;land;false;hills;1
570;246;154;244;land;false;hills;1
571;162;163;244;land;false;plains;1
572;193;249;76;land;false;hills;1
573;154;213;250;land;false;plains;1
574;161;152;243;land;false;plains;1
575;100;183;245;land;false;forest;1
576;249;30;230;land;false;plains;1
577;122;196;238;land;false;mountain;1
578;163;239;244;land;true;marsh;1
579;129;238;226;land;false;plains;1
580;118;215;231;land;false;plains;1
581;176;252;165;land;false;urban;1
582;253;209;179;land;false;hills;1
583;106;246;250;land;true;urban;1
584;241;231;110;land;false;hills;1
585;179;128;218;land;true;plains;1
586;190;199;183;land;false;urban;1
587;232;190;85;land;false;hills;1
588;131;176;219;land;true;marsh;1
589;242;227;107;land;true;plains;1
590;192;240;139;land;false;plains;1
591;226;126;196;land;true;plains;1
